0,68.85721039,112
0.004,68.81627987,112
0.008,68.77552844,112
0.012,68.73495588,112
0.016,68.69456196,112
0.02,68.65434645,112
0.024,68.61430912,112
0.028,68.57444973,112
0.032,68.53476806,112
0.036,68.49526388,112
0.04,68.45593696,112
0.044,68.41678707,112
0.048,68.37781397,112
0.052,68.33901744,112
0.056,68.30039724,112
0.06,68.26195316,112
0.064,68.22368495,112
0.068,68.18559239,112
0.072,68.14767525,112
0.076,68.10993329,112
0.08,68.07236629,112
0.084,68.03497402,112
0.088,67.99775624,112
0.092,67.96071273,112
0.096,67.92384326,112
0.1,67.88714759,112
0.104,67.8506255,112
0.108,67.81427676,112
0.112,67.77810113,112
0.116,67.74209839,112
0.12,67.7062683,112
0.124,67.67061064,112
0.128,67.63512518,112
0.132,67.59981168,112
0.136,67.56466992,112
0.14,67.52969966,112
0.144,67.49490068,112
0.148,67.46027275,112
0.152,67.42581563,112
0.156,67.39152909,112
0.16,67.35741291,112
0.164,67.32346686,112
0.168,67.2896907,112
0.172,67.2560842,112
0.176,67.22264715,112
0.18,67.18937929,112
0.184,67.15628041,112
0.188,67.12335028,112
0.192,67.09058866,112
0.196,67.05799532,112
0.2,67.02557004,112
0.204,66.99331258,112
0.208,66.96122272,112
0.212,66.92930022,112
0.216,66.89754486,112
0.22,66.8659564,112
0.224,66.83453461,112
0.228,66.80327927,112
0.232,66.77219014,112
0.236,66.741267,112
0.24,66.71050961,112
0.244,66.67991774,112
0.248,66.64949117,112
0.252,66.61922966,112
0.256,66.58913298,112
0.26,66.55920091,112
0.264,66.5294332,112
0.268,66.49982965,112
0.272,66.47039,112
0.276,66.44111404,112
0.28,66.41200153,112
0.284,66.38305224,112
0.288,66.35426595,112
0.292,66.32564242,112
0.296,66.29718142,112
0.3,66.26888272,112
0.304,66.2407461,112
0.308,66.21277132,112
0.312,66.18495815,112
0.316,66.15730636,112
0.32,66.12981573,112
0.324,66.10248601,112
0.328,66.07531699,112
0.332,66.04830843,112
0.336,66.0214601,112
0.34,65.99477178,112
0.344,65.96824322,112
0.348,65.94187421,112
0.352,65.91566451,112
0.356,65.88961389,112
0.36,65.86372212,112
0.364,65.83798897,112
0.368,65.81241421,112
0.372,65.78699761,112
0.376,65.76173895,112
0.38,65.73663798,112
0.384,65.71169449,112
0.388,65.68690823,112
0.392,65.66227899,112
0.396,65.63780653,112
0.4,65.61349062,112
0.404,65.58933102,112
0.408,65.56532752,112
0.412,65.54147988,112
0.416,65.51778787,112
0.42,65.49425126,112
0.424,65.47086981,112
0.428,65.44764331,112
0.432,65.42457152,112
0.436,65.40165421,112
0.44,65.37889114,112
0.444,65.3562821,112
0.448,65.33382685,112
0.452,65.31152515,112
0.456,65.28937679,112
0.46,65.26738152,112
0.464,65.24553912,112
0.468,65.22384936,112
0.472,65.20231201,112
0.476,65.18092684,112
0.48,65.15969362,112
0.484,65.13861212,112
0.488,65.1176821,112
0.492,65.09690335,112
0.496,65.07627562,112
0.5,65.05579869,112
0.504,65.03547233,112
0.508,65.0152963,112
0.512,64.99527039,112
0.516,64.97539435,112
0.52,64.95566796,112
0.524,64.93609099,112
0.528,64.91666321,112
0.532,64.89738438,112
0.536,64.87825428,112
0.54,64.85927268,112
0.544,64.84043935,112
0.548,64.82175405,112
0.552,64.80321657,112
0.556,64.78482665,112
0.56,64.76658409,112
0.564,64.74848864,112
0.568,64.73054008,112
0.572,64.71273818,112
0.576,64.6950827,112
0.58,64.67757342,112
0.584,64.66021011,111.9999686
0.588,64.64299253,111.9998747
0.592,64.62592046,111.9997186
0.596,64.60899367,111.9995005
0.6,64.59221192,111.9992209
0.604,64.57557499,111.9988801
0.608,64.55908264,111.9984784
0.612,64.54273465,111.998016
0.616,64.52653079,111.9974934
0.62,64.51047082,111.9969109
0.624,64.49455452,111.9962688
0.628,64.47878166,111.9955674
0.632,64.463152,111.994807
0.636,64.44766531,111.993988
0.64,64.43232137,111.9931107
0.644,64.41711995,111.9921755
0.648,64.40206081,111.9911825
0.652,64.38714373,111.9901323
0.656,64.37236847,111.989025
0.66,64.3577348,111.9878611
0.664,64.34324251,111.9866409
0.668,64.32889134,111.9853646
0.672,64.31468108,111.9840326
0.676,64.3006115,111.9826453
0.68,64.28668236,111.9812029
0.684,64.27289344,111.9797058
0.688,64.2592445,111.9781543
0.692,64.24573531,111.9765488
0.696,64.23236565,111.9748895
0.7,64.21913528,111.9731768
0.704,64.20604398,111.971411
0.708,64.19309151,111.9695925
0.712,64.18027765,111.9677215
0.716,64.16760216,111.9657984
0.72,64.15506481,111.9638236
0.724,64.14266538,111.9617973
0.728,64.13040363,111.9597199
0.732,64.11827933,111.9575916
0.736,64.10629226,111.9554129
0.74,64.09444218,111.9531841
0.744,64.08272887,111.9509054
0.748,64.07115209,111.9485772
0.752,64.05971161,111.9461999
0.756,64.0484072,111.9437737
0.76,64.03723864,111.941299
0.764,64.02620569,111.9387761
0.768,64.01530812,111.9362054
0.772,64.00454571,111.9335871
0.776,63.99391822,111.9309216
0.78,63.98342542,111.9282092
0.784,63.97306708,111.9254502
0.788,63.96284298,111.922645
0.792,63.95275287,111.9197939
0.796,63.94279655,111.9168973
0.8,63.93297376,111.9139553
0.804,63.92328428,111.9109685
0.808,63.91372789,111.907937
0.812,63.90430435,111.9048613
0.816,63.89501343,111.9017416
0.82,63.8858549,111.8985782
0.824,63.87682854,111.8953716
0.828,63.86793411,111.892122
0.832,63.85917137,111.8888298
0.836,63.85054011,111.8854952
0.84,63.84204009,111.8821187
0.844,63.83367109,111.8787005
0.848,63.82543286,111.8752409
0.852,63.81732518,111.8717403
0.856,63.80934783,111.8681991
0.86,63.80150057,111.8646175
0.864,63.79378316,111.8609958
0.868,63.78619539,111.8573344
0.872,63.77873702,111.8536337
0.876,63.77140782,111.8498938
0.88,63.76420756,111.8461153
0.884,63.75713601,111.8422983
0.888,63.75019294,111.8384433
0.892,63.74337812,111.8345505
0.896,63.73669133,111.8306203
0.9,63.73013232,111.826653
0.904,63.72370087,111.8226489
0.908,63.71739675,111.8186084
0.912,63.71121973,111.8145317
